,id,post_id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count,hot_score
549,259005,61353530,Enable Proxy in Jenkins for Splunk Plugin,"<p>I've installed Splunk plugin for Jenkins and I went to Jenkins configuration to update ""Splunk for Jenkins Configuration"". After saving the changes, I clicked test connection and got ""Connection Refused"" error.</p>

<p>When I ran CURL for splunk URL with proxy I was able to get the response back and this confirms that Jenkins is trying to hit without proxy.</p>

<p>Is there any place in Jenkins where I can configure the proxy so that Jenkins can pick that up while it is trying to connect to splunk server or is there any other alternative approach to this.</p>",,1,0,,2020-4-21 21:25:59,,2020-4-22 04:06:52,,,,,2474322.0,,1,0,jenkins|jenkins-plugins|splunk|jenkins-groovy,89,7
550,259006,61357666,How can we write the Splunk Query to find subField2 is present or not and if present get the counts of all subFiled2,"<p>{
index:""myIndex"",
field1: ""myfield1"",
field2:  {""subField1"":""mySubField1"",""subField2"":145,""subField3"":500},
...
..
.
}</p>

<p>SPL : index:""myIndex"" eval result = if(field.subField2) .....
is the dot operator works in SPL ?</p>",,2,0,,2020-4-22 05:07:13,,2020-4-22 16:26:54,,,,,9547537.0,,1,0,splunk|splunk-query,41,6
551,259007,61358636,Query for calculating duration between two different logs in Splunk,"<p>As part of my requirements, I have to calculate the duration between two different logs using Splunk query.
For example:</p>

<p><strong>Log 2:</strong>
    <em>2020-04-22 13:12  ADD request received ID : 123</em></p>

<p><strong>Log 1 :</strong>
    <em>2020-04-22 12:12  REMOVE request received ID : 122</em></p>

<p>The common String between two logs is "" request received ID :"" and unique strings between two logs are ""ADD"", ""REMOVE"". And the expected output duration is 1 hour.</p>

<p>Any help would be appreciated. Thanks</p>",,2,0,,2020-4-22 06:30:08,1.0,2020-4-22 16:32:10,,,,,5537431.0,,1,1,splunk|splunk-query,834,15
552,259008,61403610,Splunk: How to enable Splunk SSO,"<p>I have splunk and try to enable splunk SSO instead of nornal authentiation. I have configuraitons as follows:</p>

<p>In /opt/splunk/etc/system/local/server.conf</p>

<pre><code>[general]
trustedIP = 192.168.1.208
serverName = Splunk_Core_02
pass4SymmKey = $7$RRvdYDdIlj4P2geQdtHluTRb7OfvZhTFTZGJ7z5JiZAkJ6Q1at6j0Q==
sessionTimeout = 30s

[sslConfig]
sslPassword = $7$m6pB5a0PWFg64VlNZGgunhGElO3qLiAc6NrhfLO+tpX2jR7WC7qm1Q==

[lmpool:auto_generated_pool_download-trial]
description = auto_generated_pool_download-trial
quota = MAX
slaves = *
stack_id = download-trial

[lmpool:auto_generated_pool_forwarder]
description = auto_generated_pool_forwarder
quota = MAX
slaves = *
stack_id = forwarder

[lmpool:auto_generated_pool_free]
description = auto_generated_pool_free
quota = MAX
slaves = *
stack_id = free

[license]
active_group = Enterprise

[diskUsage]
minFreeSpace = 1024

[lmpool:test_splunk]
quota = MAX
slaves = *
stack_id = enterprise
</code></pre>

<p>In /opt/splunk/etc/system/local/web.conf</p>

<pre><code>[settings]
#SSO
SSOMode = permissive
trustedIP = 192.168.1.208,192.168.2.15,127.0.0.1
remoteUser = REMOTE-USER
#tools.proxy.on = False

root_endpoint = /splunk

#SSL
enableSplunkWebSSL = 0

httpport = 8000

mgmtHostPort = 127.0.0.1:8089

appServerPorts = 8065

splunkdConnectionTimeout = 30

enableSplunkWebClientNetloc = False

# SSL certificate files.
privKeyPath = $SPLUNK_HOME/etc/auth/splunkweb/privkey.pem
serverCert = $SPLUNK_HOME/etc/auth/splunkweb/cert.pem

...
</code></pre>

<p>I see <a href=""http://192.168.1.208:8000/debug/sso"" rel=""nofollow noreferrer"">http://192.168.1.208:8000/debug/sso</a> page, I see SSO is not enabled. What's wrong with my configurations?</p>",,3,0,,2020-4-24 07:51:04,,2020-5-13 07:14:56,,,,,84592.0,,1,0,splunk,228,11
553,259009,61426758,Splunk integration with Spring Boot,"<p>Please help me out with Splunk integration with SpringBoot. It will be great if you provided any code snippets or references.</p>

<p>Thank You.</p>",,2,0,,2020-4-25 13:55:32,1.0,2021-3-9 18:13:59,,,,,8949390.0,,1,1,spring-boot|splunk,9194,17
554,259010,61450330,Splunk query to extract a number (time taken),"<p>I have a splunk query result such as below:</p>

<p><code>2020-04-09 23:33:51.120  INFO 1 --- [an-885-exec-8] c.z.q.p.serv.backendCall      : time taken 11793 in ms</code></p>

<p>I want to extract the number after string ""time taken"" and table the result</p>

<p>I tried the below query</p>

<p><code>index=my-platform "": time taken"" | rex "".*:\stime\taken\s(?P&lt;time_taken&gt;(\d+))\sin\sms"" | table time_taken</code></p>

<p>This query results in a blank table and prints nothing.</p>

<p>Can anyone help with the right query to extract just the number next to time taken? </p>",,1,2,,2020-4-27 01:24:09,,2020-4-27 13:00:11,,,,,9616763.0,,1,0,regex|splunk|splunk-query,104,8
555,259011,61453301,Fluentd with HEC on Centos,"<p>I am trying to configure fluentd using td-agent steps with HEC for logging on centos, i am able to do complete installation with no issues, but when trying to insert HEC Stanza in tdagent.conf and then restarting the service, fluentd is not starting and coming in failed state.</p>

<p>i have tried various solutions, but with no luck. (Tracked fluentd GitHub issues as well)</p>

<p>my conf file - /etc/td-agent/td-agent.conf</p>

<p>HEC block - </p>

<pre><code>&lt;match **&gt;
  @type splunk_hec
  hec_host http-wwww.example.com
  hec_port XXX
  hec_token 00000000-0000-0000-0000-000000000000
&lt;/match&gt;
</code></pre>

<p>After Restarting service status is falied with following warning ( Checked with sudo tail -f /var/log/td-agent/td-agent.log )</p>

<pre><code>2020-04-27 06:37:37 +0000 [info]: gem 'fluent-plugin-record-modifier' version '2.1.0'
2020-04-27 06:37:37 +0000 [info]: gem 'fluent-plugin-rewrite-tag-filter' version '2.2.0'
2020-04-27 06:37:37 +0000 [info]: gem 'fluent-plugin-s3' version '1.3.1'
2020-04-27 06:37:37 +0000 [info]: gem 'fluent-plugin-splunk-hec' version '1.2.1'
2020-04-27 06:37:37 +0000 [info]: gem 'fluent-plugin-systemd' version '1.0.2'
2020-04-27 06:37:37 +0000 [info]: gem 'fluent-plugin-td' version '1.1.0'
2020-04-27 06:37:37 +0000 [info]: gem 'fluent-plugin-td-monitoring' version '0.2.4'
2020-04-27 06:37:37 +0000 [info]: gem 'fluent-plugin-webhdfs' version '1.2.4'
2020-04-27 06:37:37 +0000 [info]: gem 'fluentd' version '1.10.2'
2020-04-27 06:37:37 +0000 [warn]: [output_td] Use different plugin for secondary. Check the plugin works with primary like secondary_file primary=""Fluent::Plugin::TreasureDataLogOutput"" secondary=""Fluent::Plugin::FileOutput""
</code></pre>

<p>I have installed fluentd-HEC plugin using <strong>sudo td-agent-gem install fluent-plugin-splunk-hec -v 1.2.1</strong></p>

<p>On removing HEC block from td-agent.conf file fluentd runs normally.</p>",,0,0,,2020-4-27 07:02:02,,2020-4-27 07:02:02,,,,,4981408.0,,1,2,logging|splunk|fluentd,263,9
556,259012,61464005,How to form Splunk query to split a field into separate fields as per the maximum number of partitions?,"<p>I have some strings like below returned by my <code>Splunk</code> base search.</p>
<pre><code>&quot;CN=aa,OU=bb,DC=cc,DC=dd,DC=ee&quot;
&quot;CN=xx,OU=bb,DC=cc,DC=yy,DC=zz&quot;
&quot;CN=ff,OU=gg,OU=hh,DC=ii,DC=jj&quot;
&quot;CN=kk,DC=ll,DC=mm&quot;
</code></pre>
<p>Note: CN,OU,DC could be 0 or many.</p>
<p>My ultimate goal is to find all OUs something like below.<br />
(The combinations also need to be unique.)<br />
(All blank lines can be excluded.)<br />
eg:</p>
<pre><code>bb     (blank)
gg      hh
(blank) (blank)
</code></pre>
<p>The query that am using currently is not nice and it is not generic.<br />
It will work if at least one of my split results into 5 parts (0,1,2,3,4).<br />
But, it will not work and give blank results if none of my split results into 5 parts (0,1,2,3,4) i.e. all of them result in less than 5 parts.</p>
<pre><code>index=xx sourcetype=yy
| fields s
| rex field=s mode=sed &quot;s/,DC=.*//g&quot;
| eval temp=split(s,&quot;,OU=&quot;)
| eval a=mvindex(temp,1)
| eval b=mvindex(temp,2)
| eval c=mvindex(temp,3)
| eval d=mvindex(temp,4)
| dedup a b c d
| table a,b,c,d
</code></pre>
<p>How to make it generic i.e. get the count of split and make fields as per maximum split length?</p>",,1,3,,2020-4-27 16:48:32,1.0,2020-11-16 17:59:14,2020-11-16 17:59:14,,10064174.0,,10064174.0,,1,1,split|splunk|splunk-query,4834,15
557,259013,61479397,Is there a tool for Splunk like Toad that allows for multiple queries in the same editor?,"<p>I have the standard Splunk query web interface that allows the user to enter a single query at a time that looks like this:</p>

<p><a href=""https://i.stack.imgur.com/6Lxib.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/6Lxib.png"" alt=""enter image description here""></a></p>

<p>Is there a tool that allows multiple queries in the same editor that can be selected one at a time and queried so that as I'm working I can write a series of queries and execute them one at a time by selecting a single query?</p>",,1,0,,2020-4-28 11:43:28,,2020-4-28 12:52:26,,,,,2670571.0,,1,0,splunk|splunk-query,35,8
558,259014,61488124,How do I send non-cloudwatch JSON events to Splunk from Kinesis Firehose?,"<p>I'm trying to send a non-cloudwatch event to Splunk from Kinesis Firehose. I am processing the event with a Lambda and feeding it back into the Firehose in the following format (<a href=""https://docs.amazonaws.cn/en_us/firehose/latest/dev/data-transformation.html"" rel=""nofollow noreferrer"">required for Firehose</a>):</p>

<pre><code>{ 
    ""records"": [
        {
          ""recordId"": ""2345678"",
          ""result"": ""Ok"",
          ""data"": [base64-encoded custom JSON]
        }
    ]
}
</code></pre>

<p>However, it's throwing a vague parsing error once it gets to Splunk, with a help link that goes nowhere:</p>

<pre><code>""errorCode"":""Splunk.InvalidDataFormat"",""errorMessage"":""The data is not formatted correctly. To see how to properly format data for Raw or Event HEC endpoints, see Splunk Event Data (http://dev.splunk.com/view/event-collector/SP-CAAAE6P#data)""
</code></pre>

<p>What am I missing here? It seems strange that the HEC endpoint wouldn't be able to parse the messages coming from Firehose in their standard format.</p>

<p>I am sending the message to an HEC Event endpoint, using the splunk_configuration block in an <a href=""https://www.terraform.io/docs/providers/aws/r/kinesis_firehose_delivery_stream.html#splunk-destination"" rel=""nofollow noreferrer"">aws_kinesis_firehose_delivery_stream Terraform module</a>.</p>",,1,0,,2020-4-28 19:12:39,,2020-4-28 21:00:08,,,,,4963278.0,,1,0,json|parsing|terraform|splunk|amazon-kinesis-firehose,403,11
559,259015,61492764,Public read only Splunk data for testing,"<p>Is there a public instance of Splunk that can be used to test queries?</p>

<p>I Googled ""public splunk test instance"" and didn't see anything there.  </p>",,2,0,,2020-4-29 01:33:47,,2020-4-29 12:01:07,,,,,2670571.0,,1,0,testing|splunk,30,7
560,259016,61493004,Splunk query to get all counts including events (_raw) where match does not exist,"<p>How do I get a count of all records for a given field including a count of all records where the field does not exist.  </p>

<p>For example:</p>

<p>Given data that generally looks something like this:</p>

<pre><code>{""source_host"":""host1"", ""msg"":""some message"", ""user"":""jack""}
{""source_host"":""host2"", ""msg"":""some other message"", ""user"":""jill""}
</code></pre>

<p>I can get a count of all records like this:</p>

<pre><code>index=""my_index"" sourcetype=my_proj:my_logs | table _raw | stats count(_raw)
</code></pre>

<p>I can get a count of records for a given field like this:</p>

<pre><code>index=""my_index"" sourcetype=my_proj:my_logs | stats count(_raw) by source_host
</code></pre>

<p>Gives a table like this</p>

<pre><code>host       count
host_1     89
host_2     57
</code></pre>

<p>But I would like the query to also count records where the field exists but is empty, like this:</p>

<pre><code>{""source_host"":"""", ""msg"":""some message"", ""user"":""jack""}
</code></pre>

<p>And also count messages like this:</p>

<pre><code>asdf asdf asdf asdf asd fasdfasdfafas 
foo bar
Some other Junk someone wrote to my log
</code></pre>

<p>To get a table like this</p>

<pre><code>host       count
host_1     89
host_2     57
null       1
no_def     3
</code></pre>",,3,0,,2020-4-29 02:03:29,,2020-4-29 14:01:14,,,,,2670571.0,,1,0,splunk|splunk-query,1844,16
561,259017,61494406,Can you map values of a token to another value?,"<p>I was wondering if it was possible if you could change the value of a token (dropdown menu) in a query. </p>

<p>For context: I have a dropdown menu - which has values 1,2,3. I am using these values in a search query. However, I am also using another search query with a different index on the same dashboard that uses a,b,c. Is there a way to map the values 1,2,3 -> a,b,c or do it within the search query using an eval or something?</p>

<p>Thanks</p>",61513927.0,2,0,,2020-4-29 04:45:19,,2020-4-30 00:29:36,,,,,12069869.0,,1,0,splunk|splunk-query,669,12
562,259018,61498661,Adding custom column / field into splunk result,"<p>i am new to splunk and i am trying thing out on my own.
This might be an elementary question to most of you , but please be patient in trying to help me out.</p>

<pre><code>| inputlookup ""Wsp.csv""
| eval Outage = if(PublisherStatus = ""Active"", ""1"",""0"")
| eval _time=strptime(_time, ""%Y-%m-%dT%H:%M:%S"")
| eval DayOfWeek=strftime(_time, ""%A"")
</code></pre>

<p>I am trying to add Outage and DayOfWeek to be displayed in the result.</p>

<p>i tried using field Outage and dayofweek but it doesn't display the rest of fields present in Wsp.csv</p>

<p>is it possible to display Wsp + Outage + dayofweek in the search result ? how ?</p>",,1,0,,2020-4-29 09:35:25,,2020-4-29 13:10:32,,,,,12291110.0,,1,0,splunk|spl,109,8
563,259019,61501642,Splunk Role Validation for dashboard creation,"<p>Which capability i should add/delete from  any role  if i don't want to give access to create dashboard to that role say splunk_user ..
Below capability doesn't help 
Splunk_user => edit_per_panel_filters</p>

<p>kindly suggest..</p>",,1,0,,2020-4-29 12:18:21,,2020-4-30 00:33:09,2020-4-29 15:03:33,,13330893.0,,13330893.0,,1,0,splunk|splunk-query,38,6
564,259020,61529156,Splunk indexer running in docker container overwrites inputs.conf on docker restart,"<p>I am trying to 'upgrade' Splunk from 7.2.5 to 8.0.3.  Splunk is running on a RHEL7 VM in a docker container from Splunk.  (We not actually upgrading Splunk, we are moving to a new container on a new VM.)  Through automation, we had modified our container's etc/system/local/inputs.conf to run with SSL according to the Splunk documentation, and in 7.2.5 this works.</p>

<p>In 8.0.3, we are finding that configuration entries in inputs.conf are being erased whenever we restart docker.  (/opt/splunk is a folder mounted in the container so that it persists.)  Splunk is not 'restoring' the file (for example, from the ../defaults folder) - from testing, we've discovered that some comments do survive, but the configuration entries for SSL are being deleted and Splunk 8 is not running using SSL.</p>

<p>server.conf is also getting clobbered.</p>

<p>Anyone else notice this behavior?</p>

<p>Before restart:</p>

<pre><code>[default]
host = edb999320984
# BEGIN ANSIBLE MANAGED BLOCK
[splunktcp-ssl:9997]
disabled = 0

[SSL]
serverCert = /opt/splunk/etc/...
requireClientCert=false
# END ANSIBLE MANAGED BLOCK
</code></pre>

<p>After restart, all that remains is:</p>

<pre><code>[splunktcp://9997]
disabled = 0
# BEGIN ANSIBLE MANAGED BLOCK
</code></pre>

<p>One other thing we notice is that with Splunk 7, the files are owned by 999:999.  In Splunk 8, the owner/group is 41812:41812.  However, adjusting for that, our config changes are still getting clobbered.</p>",,1,1,,2020-4-30 17:18:58,,2020-5-1 12:07:29,2020-5-1 12:07:29,,4880184.0,,4880184.0,,1,0,splunk,182,9
565,259021,61531805,What's the difference between StartTime and _time in Splunk?,"<p>I've been looking at a recent event in Splunk with sourcetype WinHostMon, and I see two different values for StartTime and _time:</p>

<ul>
<li>StartTime=""20200427223006.448182-300""</li>
<li>_time is recorded as 2020-04-28T15:38:13.000-04:00</li>
</ul>

<p>If the last part is timezone, there are two things that are strange about this:</p>

<ol>
<li>The timezone for StartTime is in the middle of the Atlantic.</li>
<li>The times don't actually match.</li>
</ol>

<p>Question: What is the actual time of this event, if such a thing can actually be determined, and what is causing the discrepancy between these two times?</p>

<p>(I tried to post this on Splunk Answers but they seem to have a labyrinth to stop people from signing up and I was unable to get an activated account.)</p>",61534905.0,2,4,,2020-4-30 20:03:44,,2020-5-1 16:59:07,2020-5-1 16:59:07,,40352.0,,40352.0,,1,1,splunk,166,10
566,259022,61535887,How to alert on 90% use of physical RAM,"<p>I am trying to create an alert when 90% of RAM is used.
I have determined that Committed bytes is the amount of RAM in use but I don't know how to get total RAM.
I am NOT trying to find memory but a percentage of physical ram in use.
Perfmon stats have been indexed for me. I am new to SPLUNK</p>",61537394.0,1,0,,2020-5-1 02:25:00,,2020-5-1 05:39:20,,,,,4797243.0,,1,-1,windows|splunk|perfmon,118,8
567,259023,61586328,Production grade methodology for alerts,"<h1>Background</h1>

<p>Our <strong>code</strong> is written with:</p>

<ol>
<li>Unit tests</li>
<li>End to end tests</li>
<li>Code review</li>
<li>Staging process</li>
<li>Deployment process</li>
</ol>

<p>On the contrary, our <strong>alerts</strong> are just written and then modified occasionally manually. No quality process at all.</p>

<p>This process is reasonable for simple threshold checks. However, our alerts are sometimes built on complicated queries. Sometimes composed of ~20 lines of a query.</p>

<p>If we accidentally break an alert, it could expose us to production instability since we won't know if some logic or component breaks.</p>

<h1>The question</h1>

<p>Is there a recommended methodology for validating the quality of complicated alerts?</p>

<h2>P.S.</h2>

<p>We're using Splunk alerts</p>",61591209.0,1,0,,2020-5-4 06:26:37,,2020-5-4 11:30:38,,,,,3828416.0,,1,0,alert|splunk,19,6
568,259024,61587784,"Splunk: search a string, if found only then look for another log with same request-id","<p>I want to find a string (driving factor) and if found, only then look for another string with same x-request-id and extract some details out of it.</p>

<pre><code>x-request-id=12345 ""InterestingField=7850373"" [this one is subset of very specific request]
x-request-id=12345 ""veryCommonField=56789"" [this one is a superSet of all kind of requests]
</code></pre>

<p>What I've tried:</p>

<pre><code>index=myindex ""InterestingField"" OR ""veryCommonField""
| transition x-request-id
</code></pre>

<p>But problem with above is this query join all those request as well which has only veryCommonField in it.
I want to avoid join as they are pretty low in performance.</p>

<p>What I need:
list InterestingField, veryCommonField</p>

<p>Example:
Below represents beginning of all kind of request. We get thousands of such request in a day.</p>

<pre><code>index=myIndex xrid=12345 ""Request received for this. field1: 123 field2: test""
</code></pre>

<p>Out of all above request below category falls under 100.</p>

<pre><code>index=myIndex xrid=12345 ""I belong to blahBlah category. field3: 67583, field4: testing""
</code></pre>

<p>I don't want to search in a super-set of 1000k+ but only in matching 100 requests. Because with increased time span, this search query will take very long.</p>",,1,0,,2020-5-4 08:12:57,,2020-5-4 12:41:26,2020-5-4 12:41:26,,8490352.0,,8490352.0,,1,0,splunk|splunk-query,499,11
569,259025,61596038,Splunk - RSS Scripted Input,"<p><a href=""https://i.stack.imgur.com/9NMmP.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/9NMmP.jpg"" alt=""enter image description here""></a><a href=""https://i.stack.imgur.com/4EjeM.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/4EjeM.jpg"" alt=""enter image description here""></a>I have downloaded RSS Scripted Input app from Splunk and extracted it to Splunk etc apps</p>

<p>Can you please help me fixing the ""NameError: name 'administrator' is not defined"" in Splunkd log?</p>

<p>The base_url has been defined, username and password are provided in rssfeed2.py</p>

<p>==============</p>",,0,6,,2020-5-4 15:38:53,,2020-5-4 15:38:53,,,,,8832693.0,,1,0,splunk|rss-reader,49,6
570,259026,61596340,how to send json data to splunk HEC or splunk enterprise,"<p>I need to send JSON data from Jenkins pipeline to Splunk. I am able to make JSON data. I am referring 
<a href=""https://stackoverflow.com/questions/58555219/how-do-i-send-json-files-to-splunk-enterprise-from-java"">How do I send JSON files to Splunk Enterprise from JAVA?</a> this link.
I am getting an error when line no. 5 : httppost.setEntity(new StringEntity(eventStr); has been called . 
please help...</p>

<pre><code> DefaultHttpClient httpclient = new DefaultHttpClient();
 HttpPost httppost = new HttpPost(""https://&lt;SERVER&gt;:8088/services/collector/event"");
 httppost.addHeader(""Authorization"", "" Splunk &lt;token id&gt;"");
 String eventStr = ""{sourcetype=_json, index=main, event={ &lt;JSON&gt; }}""
 httppost.setEntity(new StringEntity(eventStr);
 HttpResponse response = httpclient.execute(httppost);
 HttpEntity entity = response.getEntity();
 System.out.println(""response: "" + entity);
</code></pre>",,1,4,,2020-5-4 15:54:28,,2020-5-4 16:52:35,,,,,4148303.0,,1,0,java|groovy|splunk,394,10
571,259027,61619503,Splunk logs in dashboard,"<p>I need to make splunk dashboards with Ubuntu system logs (mainly logging and system modifying).
How could I get those logs and what can I convert them into a dashboard?</p>",,1,0,,2020-5-5 17:41:00,,2020-5-5 22:52:15,,,,,13475761.0,,1,0,logging|splunk,162,8
572,259028,61635584,Search in Splunk in a lookup table with multivalue fields,"<p>I have a lookup table that looks like below:</p>

<p><a href=""https://i.stack.imgur.com/uJWA8.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/uJWA8.jpg"" alt=""enter image description here""></a></p>

<p>So I have a Splunk query that generates a table with IP addresses and I want to automatically populate the relevant DNS names.</p>

<p>I use the following but it does not work:</p>

<pre><code>Index=servers signature_id=4624
| stats count by IpAddress
**| lookup lookup.csv ""ip"" AS IpAddress OUTPUT ""dns"" AS server_name**
| stats count by server_name IpAddress 
</code></pre>

<p>Any idea how to solve it?</p>

<p>Maybe I need to make something like that before the lookup</p>

<pre><code>| makemv delim=""|"" ip | mvexpand ip  | fields ip dns ?
</code></pre>",,1,0,,2020-5-6 12:45:09,,2020-5-7 06:18:22,2020-5-7 06:18:22,,5192289.0,,13482844.0,,1,0,splunk,506,10
573,259029,61646035,Get Specified element in array of json - SPLUNK,"<p>I im newbie in splunk.
I have this json:</p>

<pre><code>""request"": {
    ""headers"": [
        {
            ""name"": ""x-real-ip"",
            ""value"": ""10.31.68.186""
        },
        {
            ""name"": ""x-forwarded-for"",
            ""value"": ""10.31.68.186""
        },
        {
            ""name"": ""x-nginx-proxy"",
            ""value"": ""true""
        }
</code></pre>

<p>I need to pick a value when the property name has ""x-real-ip"" value.</p>",61730302.0,2,2,,2020-5-6 21:50:19,,2020-12-30 18:22:40,2020-12-30 18:22:40,,10668052.0,,11605634.0,,1,1,javascript|json|analytics|splunk,1479,13
574,259030,61658107,How to build Splunk search query?,"<p>I am new to Splunk. Hence, i would require some support to build search query. </p>

<p>Below is how my log prints:</p>

<p>[181] xxxx-xx-xx xx:xx:xx INFO   (lots of text)RITM1234::FAILED BECAUSE ROOT CAUSE::Ticket was an Add, but there was no valid account named XYZ for user</p>

<p>[181] xxxx-xx-xx xx:xx:xx INFO   (lots of text)RITM1234::::FAILED BECAUSE::Account XYZ is not correct for user 1234. Will not close ticket.</p>

<p>I will like to have the output in below table format:</p>

<h2>RITM    |App|user|Error</h2>

<p>RITM1234|XYZ|1234|Ticket was an Add, but there was no valid account named XYZ for user</p>",,1,1,,2020-5-7 12:41:34,,2020-5-8 03:26:46,,,,,13490714.0,,1,0,splunk|splunk-query,124,8
575,259031,61658701,Splunk Dashboard Security,"<p>I am from splunk Team, we are noticing that people  who are not the part of splunk team , they are doing changes in existing dashboard , without notifying us .. how can we fix this? can we do something like get notification once any changes done on any dashboard if Yes, then how? please help.</p>",,2,0,,2020-5-7 13:13:17,,2020-5-7 17:57:49,,,,,13330893.0,,1,0,splunk|splunk-query|splunk-sdk|splunk-calculation|splunk-formula,75,7
576,259032,61740038,How to Splunk search for transaction types that have a median latency above 3 seconds,"<p>I have a table that shows latency data, now i want to write a query for an alert that will alert when requests (method + uri) have a higher median than 3000ms (3s)</p>

<p>The query i use for that latency table is:</p>

<pre><code>index=ms-app  environment=prod AND ""*""
| eval uri=replace(mvindex(split('request.uri', ""?""), 0), ""\/\d+[-+\w]+"", ""/:n""), methodOverride='request.headers.X-HTTP-Method-Override'
| eval methodOverrideStr = if(isnull(methodOverride) OR methodOverride==""null"", """", ""("" + methodOverride + "")"")
| eval request = 'request.method' + methodOverrideStr + "" "" + uri + "" "" + 'response.httpStatusCode'
| stats
min(stats.overallResponseTimeInMilliSeconds) as ""Min"",
avg(stats.overallResponseTimeInMilliSeconds) as avg_latency,
max(stats.overallResponseTimeInMilliSeconds) as ""Max"",
median(stats.overallResponseTimeInMilliSeconds) as ""Median"",
perc95(stats.overallResponseTimeInMilliSeconds) as ""95th %"",
count(request) as ""# req total"", count(eval('stats.overallResponseTimeInMilliSeconds' &gt; 3000)) as ""#&gt;3s"",
count(eval('stats.overallResponseTimeInMilliSeconds' &gt; 5000)) as ""#&gt;5s"",
count(eval('stats.overallResponseTimeInMilliSeconds' &gt; 10000)) as ""#&gt;10s"" by request
| eval ""Avg"" = round(avg_latency, 0)
| table request, ""Median""

</code></pre>

<p>This produces a table displaying the median latencies based on method + uri
For example:</p>

<ul>
<li>POST /first-endpoint    1000 </li>
<li>GET /second-endpoint    2000</li>
<li>DELETE /third-endpoint  1500</li>
<li>POST /fourth-endpoint   4000</li>
<li>GET /fifth-endpoint     4500</li>
</ul>

<p>Now i am trying to create a query that will show only the method +uris that have high median latency above 3s so that i can create an alert, to alert splunk which endpoints have high latency
This is what i tried: </p>

<pre><code>index=ms-app  environment=prod AND ""*""
| eval uri=replace(mvindex(split('request.uri', ""?""), 0), ""\/\d+[-+\w]+"", ""/:n""), methodOverride='request.headers.X-HTTP-Method-Override'
| eval methodOverrideStr = if(isnull(methodOverride) OR methodOverride==""null"", """", ""("" + methodOverride + "")"")
| eval request = 'request.method' + methodOverrideStr + "" "" + uri + "" "" + 'response.httpStatusCode'
| stats
median(stats.overallResponseTimeInMilliSeconds) as ""Median""
| table request, ""Median"" &gt; 3000
</code></pre>

<p>Which should display this: </p>

<ul>
<li>POST /fourth-endpoint   4000</li>
<li>GET /fifth-endpoint     4500</li>
</ul>

<p>However it just shows the same results as the first query </p>",61740997.0,1,2,,2020-5-11 21:52:09,,2020-5-11 23:11:24,,,,,4181830.0,,1,0,splunk|latency|splunk-query|splunk-calculation|splunk-formula,141,10
577,259033,61759709,How to trigger spunk alert for every stat that appears on my query,"<p>I currently have a query that results in a couple stats being shown, ""Statistics (5)""</p>

<p><a href=""https://i.stack.imgur.com/M68mT.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/M68mT.png"" alt=""enter image description here""></a></p>

<p>I use this query to get those Stats:</p>

<pre><code>index=ms-app  environment=prod AND ""*""
| eval uri=replace(mvindex(split('request.uri', ""?""), 0), ""\/\d+[-+\w]+"", ""/:n""), methodOverride='request.headers.X-HTTP-Method-Override'
| eval methodOverrideStr = if(isnull(methodOverride) OR methodOverride==""null"", """", ""("" + methodOverride + "")"")
| eval request = 'request.method' + methodOverrideStr + "" "" + uri + "" "" + 'response.httpStatusCode'
| stats
median(stats.overallResponseTimeInMilliSeconds) as ""Median""
| table request, ""Median"" &gt; 3000 | where Median &gt; 3000
</code></pre>

<p>I want to create an alert that will trigger every time one stat appears</p>

<p>Currently have my trigger set up like this: 
<a href=""https://i.stack.imgur.com/7zo2p.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/7zo2p.png"" alt=""enter image description here""></a></p>

<p>Then i have an action that it will go to a slack channel i created when triggered.</p>

<p>However i do not ever see it being triggered in my slack despite having results in the Statistics section of my query</p>",,1,0,,2020-5-12 18:51:01,,2020-5-12 23:28:18,,,,,4181830.0,,1,0,triggers|splunk|alerts|splunk-query|splunk-sum,128,8
578,259034,61765352,Regex XML with group name and including tags,"<p>I have a XML that looks like this </p>

<pre><code>Executing request: POST https://[website]:
&lt;?xml version=1.0 encoding=UTF-8 standalone=yes?&gt;&lt;request&gt;[data]&lt;/request&gt;
</code></pre>

<p>Id like to regex out everything, including the request open and closing tags and name the group raw_message but I can't figure out how to do that. I've used regex101 and it makes sense but doesn't match and the debugger hasn't helped me figure out what I'm doing wrong.</p>",,1,3,,2020-5-13 02:28:29,,2020-5-31 07:26:42,2020-5-31 07:26:42,,18771.0,,3302683.0,,1,0,regex|xml|splunk,28,6
