id,phase,category,post_id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count,hot_score
261538,0,Integration,53226600,For datadog how to check posgresql up and running (on Linuxredhat server),<p>We are not willing to use DD agent. How can we know if PostgresSQL is up and running on my Redhat linux server so that I can create an alert when postgres is down.</p>,,1,2,,2018-11-9 13:27:03,,2018-11-20 19:44:45,2018-11-20 19:26:44,,6458418,,6458418,,1,0,postgresql|datadog,228,9.43174
261539,1,Parse,62699424,spring-cloud-skipper-server - logging in Json format,"<p>We recently started using SCDF on Kubernetes, and we are trying to workout the kinks. One of thing things that i was'nt able to find is whether there is a way to affect logging format,for ex. switch to using Json format. Reason for this is simple, we are using Datadog as our logging platform, and with Json, you don't have to write custom log parsing rules.</p>
<p>With regular log format, you will endup with something like this</p>
<p><a href=""https://i.stack.imgur.com/X71uV.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/X71uV.png"" alt=""enter image description here"" /></a></p>",62710050,1,0,,2020-7-2 15:05:40,,2020-7-5 16:24:14,,,,,1782683,,1,0,spring|spring-cloud-dataflow|datadog,128,9.42884
261540,1,Method,67550507,Kubernetes HPA based Datadog metrics,"<p>I am last days reading and using HPA based Datadog metrics.
Under I put documentations</p>
<p><a href=""https://www.datadoghq.com/blog/autoscale-kubernetes-datadog/"" rel=""nofollow noreferrer"">https://www.datadoghq.com/blog/autoscale-kubernetes-datadog/</a>
<a href=""https://kubernetes.io/docs/tasks/run-application/horizontal-pod-autoscale/"" rel=""nofollow noreferrer"">https://kubernetes.io/docs/tasks/run-application/horizontal-pod-autoscale/</a></p>
<p>This is my Datadogmetric</p>
<pre><code>apiVersion: datadoghq.com/v1alpha1
kind: DatadogMetric
metadata:
  name: deliver-rate
  namespace: beta
spec:
  query: rabbitmq.queue.messages.deliver.rate{environment:production,rabbitmq_queue:enqueue.xxx.callable}.as_count()

</code></pre>
<p>and this one is my HPA</p>
<pre><code>apiVersion: autoscaling/v2beta2
kind: HorizontalPodAutoscaler
metadata:
  name: test-beta2
  namespace: beta
spec:
  minReplicas: 1
  maxReplicas: 8
  behavior:
    scaleDown:
      stabilizationWindowSeconds: 10
      policies:
      - type: Pods
        value: 2
        periodSeconds: 2
    scaleUp:
      stabilizationWindowSeconds: 10
      policies:
      - type: Pods
        value: 2
        periodSeconds: 2
  scaleTargetRef:
    apiVersion: apps/v1
    kind: Deployment
    name: dealroom-xxx
  metrics:
    - type: External
      external:
        metric:
          name: 'datadogmetric@beta:deliver-rate'
        target:
          type: Value
          value: 200
</code></pre>
<p>I got two problems</p>
<p><em>1.</em></p>
<p>And all worked but didn't in the right way scaling up each time when metric value upper than the defined target value. For example, under I will put the  <code>metricvalue/targetvalue</code> and appropriate <code>desiredReplicas</code></p>
<pre><code>desiredReplicas: 4   252/200
desiredReplicas: 6   252/200
desiredReplicas: 6   252/200
desiredReplicas: 5   240/200
desiredReplicas: 6   240/200
desiredReplicas: 6   240/200
desiredReplicas: 8   240/200
</code></pre>
<p>Why the autoscaler adding pods more than 2</p>
<pre><code>  behavior:
    scaleDown:
      stabilizationWindowSeconds: 10
      policies:
      - type: Pods
        value: 2
        periodSeconds: 2
    scaleUp:
      stabilizationWindowSeconds: 10
      policies:
      - type: Pods
        value: 2
        periodSeconds: 2
</code></pre>
<p><em>2.</em></p>
<p>Periodically I saw that datadogmetric's validation is false, but at the same time datadogmetric fetched metric and showed the value</p>
<p><code>deliver-rate   True     False   252     beta/test-beta2   9s</code></p>
<p>this is the error message</p>
<pre><code>HPA controller was able to get the target''s current scale&quot;},{&quot;type&quot;:&quot;ScalingActive&quot;,&quot;status&quot;:&quot;False&quot;,&quot;lastTransitionTime&quot;:&quot;2021-05-15T14:32:01Z&quot;,&quot;reason&quot;:&quot;FailedGetExternalMetric&quot;,&quot;message&quot;:&quot;the
      HPA was unable to compute the replica count: unable to get external metric beta/datadogmetric@beta:deliver-rate/nil:
      unable to fetch metrics from external metrics API: Internal error occurred:
      DatadogMetric is invalid, err: Outdated result from backend, query: rabbitmq.queue.messages.deliver.rate{environment:production,rabbitmq_queue:enqueue.dealroom-php.callable}.as_count()&quot;},{&quot;type&quot;:&quot;ScalingLimited&quot;,&quot;status&quot;:&quot;True&quot;,&quot;lastTransitionTime&quot;:&quot;2021-05-15T14:30:57Z&quot;,&quot;reason&quot;:&quot;TooManyReplicas&quot;,&quot;message&quot;:&quot;the
      desired replica count is more than the maximum replica count&quot;}]'
</code></pre>
<p>Who can help me to solve these 2 problems?</p>",,0,0,,2021-5-15 19:27:36,,2021-5-15 19:39:27,2021-5-15 19:39:27,,9143141,,9143141,,1,0,autoscaling|datadog|hpa,226,9.41643
261541,0,Configuration,65790261,In yaml how to declare multiple value to the single key in tags,"<p>For e.g.<br />
tags:</p>
<pre><code>  - name:instancename
  - component:['component1','component2']
  - environment:uat
  - region:region
</code></pre>
<p>When using above syntax not getting logs in Datadog for component2 only getting logs only for component1 so we want to parse logs for both the component i.e component1 and component2 so how would get it?</p>",65834510,1,2,,2021-1-19 11:04:21,,2021-1-21 19:32:19,2021-1-20 10:19:42,,13346540,,13346540,,1,0,yaml|datadog,224,9.40099
261542,1,Parse,63859370,datadog facet path with special symbols,"<p>I have an index created on the log and the paths have special character :
<strong>for example:</strong></p>
<pre><code>@params.rs:orgId
@params.rs:format
</code></pre>
<p><strong>Sample URL:</strong></p>
<pre><code>10.32.45.56 - user [12/Sep/2020:06:25:51 -0400] &quot;GET /v1/resources/manifestinfo?rs:format=json&amp;rs:orgId=123&amp;rs:correlationId=39e8f697-3549-a142-224b-251fc6672a94-32edb97dc3f8 HTTP/1.1&quot; 200 14002 - -
</code></pre>
<p><strong>grok parser:</strong></p>
<pre><code>rule1 %{ipv4:network.client.ip}\s+-\s+%{word:user}\s+\[%{date(&quot;dd/MMM/yyyy:HH:mm:ss Z&quot;):date}\]\s+\&quot;%{word:http.module}\s+\/v1\/resources\/+%{word:onemds.module}\?+%{data:onemds.params:keyvalue(&quot;=&quot;,&quot;/:&quot;,&quot;&quot;,&quot;&amp;&quot;)}
</code></pre>
<p>when I try to add facet for <code>@params.rs:orgId</code></p>
<p>I am getting error as</p>
<blockquote>
<p>An error occurred while saving the facet: The Facet path must contain
only letters, digits, or the characters - _ . @ $</p>
</blockquote>",,1,0,,2020-9-12 10:30:14,,2020-9-15 22:09:03,2020-9-14 15:47:52,,2199826,,12517930,,1,1,regex|regex-negation|grok|datadog,199,9.39541
261543,3,Monitoring,68954149,Can I redirect alerts from a single DataDog monitor to different Slack channels?,"<p>So I've got a DataDog monitor and its query is roughly similar to:</p>
<pre><code>trace-analytics(&quot;service:foo-service @http.status_code:403&quot;).rollup(&quot;count&quot;).last(&quot;10m&quot;) &gt; 1000
</code></pre>
<p>and under &quot;Notify your team&quot; section of DD monitor I setup my team's channel on Slack and we receive quite a lot of alerts as a result.</p>
<p>That said, we'd be interested to redirect those errors to relevant teams (e.g., if the route <code>/abc</code> throws a <code>403</code> we'd like to post it to another #abc-team Slack channel, <code>/cde</code> to <code>#cde-team</code> etc). How can we do it? I was thinking I could write a Slack bot or something since I didn't find such an option on DataDog.</p>",,2,0,,2021-8-27 13:19:59,,2021-8-27 15:10:37,,,,,16691082,,1,1,slack|slack-api|datadog,175,9.37215
261544,1,Method,66553744,Datadog: how to get redis cpu usage metrics?,"<p>Taking a look at <a href=""https://docs.datadoghq.com/integrations/redisdb/?tab=host"" rel=""nofollow noreferrer"">Redis metrics for Datadog</a> , we can see that <code>redis.cpu.sys</code> refers to <em>System CPU consumed by the Redis server.</em> But this is metric for CPU usage time, not CPU usage.</p>
<p>How do we do if we want to create alerts based on the actual CPU usage?</p>",,0,0,,2021-3-9 19:46:51,,2021-3-9 19:46:51,,,,,7469990,,1,1,database|redis|datadog,215,9.32975
261545,2,Query,62570190,Datadog search by java stacktrace,"<p>Anyway, how can I search for all messages(errors) where stacktrace contains specific piece of code? According to datadog documentation it search only by message attribute(it's infered from the json-like object sent to datadog when you log something). Stacktrace is a separate property and I cannot understand how to search it.</p>",,0,0,,2020-6-25 07:37:07,1,2020-6-25 07:37:07,,,,,2265497,,1,3,java|monitoring|stack-trace|datadog,214,9.32166
261546,3,Monitoring,55698130,"Memory, CPU and IO of an Airflow task",<p>I am working on a problem to identify the intensive Airflow tasks which are using more memory or CPU or IO in an AWS ECS container. I can see the memory and CPU utilization overall from the ECS container. How do I go by specific process and task level? Any help would be appreciated.</p>,,1,0,,2019-4-15 22:35:10,,2019-4-16 18:44:48,,,,,5915171,,1,0,python|amazon-web-services|airflow|amazon-ecs|datadog,214,9.32166
261547,1,Method,59877263,Flink with StatsD counter metrics comparision,"<p>Talking about Counters with respect to StatsD, the way it works is that you keep posting a value of a counter eg. <code>numOfRequests|c:1</code> whenever app get a request to the StatsD Daemon. The daemon has a flush interval set, when it pushes the aggregate of this counter in that period to an external backend. Additionally it also resets the counter to 0.</p>

<p>Trying to map this to Flink Counters. </p>

<ol>
<li>Flink counters only has inc and dec methods so till the reporting time comes, app can call inc or dec to change the value of a counter. </li>
<li>At the time of reporting the latest value of counter is reported to StatsD daemon but the Flink counter value is never reset(Not able to find any code). </li>
</ol>

<p>So should the flink counter be reported as a gauge value to StatsD. Or Flink does reset the counters?</p>",,1,0,,2020-1-23 11:13:47,,2020-1-23 16:01:18,,,,,2818245,,1,0,apache-flink|statsd|datadog,211,9.29713
261548,0,Integration,68599474,Spring Boot integration with Datadog,"<p>I have a simple springboot application and trying to integrate datadog agent with that but couldn't run the application with Javaagent. Have done the following steps.</p>
<p>Added dependency in the pom.</p>
<pre><code>
    &lt;dependency&gt;
    &lt;groupId&gt;com.datadoghq&lt;/groupId&gt;
    &lt;artifactId&gt;dd-java-agent&lt;/artifactId&gt;
    &lt;version&gt;0.83.2&lt;/version&gt;
    &lt;/dependency&gt;

</code></pre>
<p>unpack datadog dependencies and added classes -----------</p>
<pre><code>&lt;plugin&gt;
&lt;groupId&gt;org.apache.maven.plugins&lt;/groupId&gt;
&lt;artifactId&gt;maven-dependency-plugin&lt;/artifactId&gt;
&lt;version&gt;3.1.1&lt;/version&gt;
&lt;executions&gt;
&lt;execution&gt;
&lt;phase&gt;prepare-package&lt;/phase&gt;
&lt;goals&gt;
&lt;goal&gt;unpack-dependencies&lt;/goal&gt;
&lt;/goals&gt;
&lt;configuration&gt;
&lt;includeArtifactIds&gt;dd-java-agent&lt;/includeArtifactIds&gt;
&lt;outputDirectory&gt;${project.build.outputDirectory}&lt;/outputDirectory&gt;
&lt;/configuration&gt;
&lt;/execution&gt;
&lt;/executions&gt;
&lt;/plugin&gt;
</code></pre>
<pre><code>added premain class of datadog agent -----

    &lt;plugin&gt;
    &lt;groupId&gt;org.apache.maven.plugins&lt;/groupId&gt;
    &lt;artifactId&gt;maven-jar-plugin&lt;/artifactId&gt;
    &lt;version&gt;2.5&lt;/version&gt;
    &lt;configuration&gt;
    &lt;archive&gt;
    &lt;manifestEntries&gt;
    &lt;Premain-Class&gt;datadog.trace.bootstrap.AgentBootstrap&lt;/Premain-Class&gt;
    &lt;Can-Redefine-Classes&gt;true&lt;/Can-Redefine-Classes&gt;
    &lt;Can-Retransform-Classes&gt;true&lt;/Can-Retransform-Classes&gt;
    &lt;/manifestEntries&gt;
    &lt;/archive&gt;
    &lt;/configuration&gt;
    &lt;/plugin&gt;

</code></pre>
<p>Added To make spring repackager plugin to find springboot main class-----------</p>
<pre><code>&lt;plugin&gt;
&lt;groupId&gt;org.springframework.boot&lt;/groupId&gt;
&lt;artifactId&gt;spring-boot-maven-plugin&lt;/artifactId&gt;
&lt;version&gt;2.3.4.RELEASE&lt;/version&gt;
&lt;configuration&gt;
&lt;mainClass&gt;com.user.info.userInfoApplication&lt;/mainClass&gt;
&lt;/configuration&gt;
&lt;/plugin&gt;

        
</code></pre>
<pre><code>Finally when issuing below command fails 

    java -javaagent:user-info-0.0.1-SNAPSHOT.jar -jar user-info-0.0.1-SNAPSHOT.jar
    
    Exception in thread &quot;main&quot; java.lang.ClassNotFoundException: datadog.trace.bootstrap.AgentBootstrap
            at java.base/jdk.internal.loader.BuiltinClassLoader.loadClass(BuiltinClassLoader.java:581)
            at java.base/jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(ClassLoaders.java:178)
            at java.base/java.lang.ClassLoader.loadClass(ClassLoader.java:521)
            at java.instrument/sun.instrument.InstrumentationImpl.loadClassAndStartAgent(InstrumentationImpl.java:431)
            at java.instrument/sun.instrument.InstrumentationImpl.loadClassAndCallPremain(InstrumentationImpl.java:525)
    FATAL ERROR in native method: processing of -javaagent failed

```````````````````````````````````````````````````````````````````````````````````````````






</code></pre>",,0,0,,2021-7-31 05:42:20,1,2021-7-31 05:42:20,,,,,16565451,,1,0,java|spring-boot|maven|dependencies|datadog,211,9.29713
261549,1,Error,69431383,ERROR:ddtrace.internal.writer:failed to send traces to Datadog Agent at http://localhost:8126: OSError: [Errno 99] Cannot assign requested address,"<p>I want to set up the datadog agent to monitor my python application running inside a docker container. I have created the docker image tagged as datadog_app:v_1.
Below is my docker file:</p>
<pre><code>FROM ubuntu:18.04
WORKDIR /app
RUN apt-get update --no-install-recommends
RUN apt-get install -y build-essential python3.6 python3.6-dev python3-pip python3-setuptools --no-install-recommends
RUN pip3 install Cython
RUN pip3 install ddtrace
RUN apt-get install -y curl
ADD ./datadog_app.py /app/handler.py
RUN DD_AGENT_MAJOR_VERSION=7 DD_API_KEY=my_api_key DD_SITE=&quot;datadoghq.com&quot; bash -c &quot;$(curl -L https://s3.amazonaws.com/dd-agent/scripts/install_script.sh)&quot;
CMD ddtrace-run python3 handler.py
</code></pre>
<p>Below is the code for the datadog_app.py file:</p>
<pre><code>from ddtrace import tracer
import time


@tracer.wrap(service=&quot;addition&quot;)
def handler():
    time.sleep(2)
    print(1+2)

handler()
</code></pre>
<p>Now, I am trying to run a docker container from the &quot;datadog_app:v_1: image in interactive and making sure to expose the port 8126 way by using the following command:</p>
<pre><code>docker run -it -p 8126:8126 datadog_app:v_1
</code></pre>
<p>I am getting the following error:</p>
<pre><code>ERROR:ddtrace.internal.writer:failed to send traces to Datadog Agent at http://localhost:8126
Traceback (most recent call last):
  File &quot;/usr/local/lib/python3.6/dist-packages/tenacity/__init__.py&quot;, line 407, in __call__
    result = fn(*args, **kwargs)
  File &quot;/usr/local/lib/python3.6/dist-packages/ddtrace/internal/writer.py&quot;, line 356, in _send_payload
    response = self._put(payload, headers)
  File &quot;/usr/local/lib/python3.6/dist-packages/ddtrace/internal/writer.py&quot;, line 332, in _put
    conn.request(&quot;PUT&quot;, self._endpoint, data, headers)
  File &quot;/usr/lib/python3.6/http/client.py&quot;, line 1281, in request
    self._send_request(method, url, body, headers, encode_chunked)
  File &quot;/usr/lib/python3.6/http/client.py&quot;, line 1327, in _send_request
    self.endheaders(body, encode_chunked=encode_chunked)
  File &quot;/usr/lib/python3.6/http/client.py&quot;, line 1276, in endheaders
    self._send_output(message_body, encode_chunked=encode_chunked)
  File &quot;/usr/lib/python3.6/http/client.py&quot;, line 1042, in _send_output
    self.send(msg)
  File &quot;/usr/lib/python3.6/http/client.py&quot;, line 980, in send
    self.connect()
  File &quot;/usr/lib/python3.6/http/client.py&quot;, line 952, in connect
    (self.host,self.port), self.timeout, self.source_address)
  File &quot;/usr/lib/python3.6/socket.py&quot;, line 724, in create_connection
    raise err
  File &quot;/usr/lib/python3.6/socket.py&quot;, line 713, in create_connection
    sock.connect(sa)
OSError: [Errno 99] Cannot assign requested address

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File &quot;/usr/local/lib/python3.6/dist-packages/ddtrace/internal/writer.py&quot;, line 458, in flush_queue
    self._retry_upload(self._send_payload, encoded, n_traces)
  File &quot;/usr/local/lib/python3.6/dist-packages/tenacity/__init__.py&quot;, line 404, in __call__
    do = self.iter(retry_state=retry_state)
  File &quot;/usr/local/lib/python3.6/dist-packages/tenacity/__init__.py&quot;, line 361, in iter
    raise retry_exc from fut.exception()
tenacity.RetryError: RetryError[&lt;Future at 0x7f32383f0a58 state=finished raised OSError&gt;]
</code></pre>
<p>I have also tried running the following command:</p>
<pre><code>docker run -it --expose=8126 datadog_app:v_1
</code></pre>
<p>But I am getting the same error.
My goal is to run the datadog-agent inside the same container that contains my python application. Can someone explain what is wrong with my code or my run commands?</p>",,0,3,,2021-10-4 05:46:20,,2021-10-5 18:40:49,2021-10-5 18:40:49,,16493383,,16493383,,1,1,python|docker|datadog,206,9.25547
261550,1,Method,68853025,Getting Infrastructure metrics from AWS Batch to DataDog,"<p>Is there a direct integration point or a connector to integrate an AWS Batch job with DataDog? To retrieve the logs and infrastructure metrics?</p>
<p>So far what I came across was the DataDog forwarder which can forward the logs to DataDog from Cloudwatch but nothing for Infrastructure metrics?</p>",,0,5,,2021-8-19 18:36:06,,2021-8-19 18:36:06,,,,,14938081,,1,0,amazon-web-services|amazon-cloudwatch|datadog|aws-batch,202,9.22141
261551,3,Visualization,65179367,How to view statsD events in Datadog?,"<p>I am using statsD (<a href=""https://www.npmjs.com/package/hot-shots"" rel=""nofollow noreferrer"">hot-shots</a>) to try log events in datadog such as when a new item is created and by who but, when I am calling <code>statsD.event('title', 'description')</code> I do not see any events in datadog metrics.</p>
<p>My statsD client is setup like this:</p>
<pre><code>const client = new StatsD({
  port: process.env.STATSD_PORT,
  host: process.env.STATSD_HOST,
  prefix: 'service-name.',
  globalTags: {
    env: process.env.CONFIG_ENV,
    service: 'service_name'
  },
  errorHandler: error =&gt; {
    console.error(error);
  }
});
</code></pre>
<p>and then I call the event method like so:</p>
<pre><code>client.event(ACTION.CREATE, JSON.stringify({
  username: this.username,
  alias: alias,
  //...
}));
</code></pre>
<p>In the metrics section of datadog, I do not appear to be seeing any events come through. The only way I can see some logs there is using <code>increment</code></p>
<pre><code>client.increment(ACTION.CREATE, {
  username: this.username,
  alias: alias,
  ///...
});
</code></pre>
<p>But increment only seems to tell me how many times that action is called and I am unable to log additional data such as username and alias.</p>
<p>I am pretty sure my statsD client and datadog configs are setup correctly as I am able to see data from increment so I suspect it is to do with the way I am trying to use the event method.</p>
<p>Am I using the event method incorrectly? Perhaps I am checking in the wrong place in datadog? Perhaps I should be using increment?</p>
<p>How can I log events along with associated data in datadog using statsD?</p>",,0,3,,2020-12-7 09:47:27,,2020-12-7 09:47:27,,,,,3528590,,1,1,javascript|node.js|metrics|datadog|statsd,201,9.21278
261552,3,Monitoring,66001758,Export Datadog Monitor Alerts Weekly,"<p>Is there a way to easily generate reports of alerts from certain monitors in Datadog, on a weekly or biweekly basis?</p>
<p>Context: At the moment, these alerts go to a Slack channel. Folks have to scroll through the channel to see all the issues and prioritize investigations (during sprint planning).  I am trying to make it easy for sprint planners to pull up the alerts report.</p>
<p>I found only a couple related things after googling:</p>
<ol>
<li><p>Datadog has a CSV with 6 months of alerts, that you can curl to download. I guess I could curl, diff with prior week's csv and filter for interesting monitors. But does not seem like the best solution. <a href=""https://docs.datadoghq.com/monitors/faq/how-can-i-export-alert-history/?tab=us"" rel=""nofollow noreferrer"">https://docs.datadoghq.com/monitors/faq/how-can-i-export-alert-history/?tab=us</a></p>
</li>
<li><p>An old article about Monitor Trends Report which I can't find in the app. <a href=""https://www.datadoghq.com/blog/monitor-alert-status/"" rel=""nofollow noreferrer"">https://www.datadoghq.com/blog/monitor-alert-status/</a></p>
</li>
</ol>",67582183,1,1,,2021-2-1 23:49:07,,2021-5-18 08:02:17,,,,,1325849,,1,1,datadog,174,9.1622
261553,3,Monitoring,52269765,alert condition over variables in datadog,"<p>How can I create a threshold alert by comparing aggregate of 2 metrics ? For example, if m1=[2,3,1,5] and m2=[6,7], I want to create an alert when sum(m1) > sum(m2).  sum method here I assume will add all the data points returned by a query.</p>

<p>From what I have observed, datadog flow of alert creating is like, define the metric  -> set alert condition on metric. That is, it looks like the alert condition will be some condition on metric data type only.</p>

<p>But I am looking for something like storing the aggregate of metrics in a variables and comparing those variables. How can it be done in datadog ?</p>",,0,0,,2018-9-11 06:18:36,,2018-9-11 06:18:36,,,,,3150716,,1,1,datadog,195,9.16014
261554,2,Query,59260837,Datadog explore facets and measures,"<p>We have multiple applications sending logs to <code>Datadog</code> via <code>syslog</code>. Every team has created <code>facets</code> / <code>measures</code> for their respective applications under a particular group.</p>

<p>Is there a direct way to explore the list of <code>facets</code> / <code>measures</code> under a specific group? I am trying to create a document for our support team to include the list of <code>facets</code> and <code>measures</code>. I am able to view them in the Log Search page, but, cannot copy.</p>

<p>I am looking something as export the list of <code>facets</code>/<code>measures</code> to excel / csv.</p>

<p>Note: I am restricted to use datadog api.</p>",,0,2,,2019-12-10 05:34:31,,2019-12-10 05:34:31,,,,,1806481,,1,1,facet|measure|datadog,194,9.15121
261555,2,Query,53459133,How to find average CPU utilization over a period of time on datadog,<p>In our infra CPU utilization is being monitored by datadog SAS. The dashboard shows  CPU utilization over a period time graphically. How do I find the average CPU utilization over that period of time? </p>,53624609,1,0,,2018-11-24 14:25:03,,2018-12-5 03:10:36,,,,,7651428,,1,0,monitoring|datadog,105,9.08476
261556,3,Monitoring,66004286,Python unit test for datadog api monitor creation,"<p>how to write pytest for the below module? I have been trying to write the unit test for the below datadog API monitor creation using python language. Assume the create method is going to send 200 status.</p>
<p>how do I mock <code>json[&quot;monitors&quot;][0]['type']</code>. I get</p>
<pre><code>type=json[&quot;monitors&quot;][0]['type'],
TypeError: 'int' object is not subscriptable
</code></pre>
<p>Datadog API reference - <a href=""https://docs.datadoghq.com/api/latest/monitors/"" rel=""nofollow noreferrer"">https://docs.datadoghq.com/api/latest/monitors/</a></p>
<pre><code>import json
from datadog import api
   
def create_monitor(json):
     resp = api.Monitor.create(
           type=json[&quot;monitors&quot;][0]['type'],
            query=json[&quot;monitors&quot;][0]['query'],
            name=json[&quot;monitors&quot;][0]['name']
        )
       return resp
</code></pre>
<p>json content:</p>
<pre><code>{
  &quot;monitors&quot;: [
    {
      &quot;name&quot;: &quot;Success rate&quot;,
      &quot;type&quot;: &quot;metric alert&quot;,
      &quot;query&quot;: &quot;query here&quot;,
    
    }
  ]
}
</code></pre>",,0,1,,2021-2-2 05:50:03,,2021-2-3 06:59:25,2021-2-3 06:59:25,,1552748,,6223346,,1,0,python|pytest|monkeypatching|datadog|pymock,186,9.07805
261557,2,Query,65163032,Prometheus Percentage Change over time,"<p>I'm trying Migrating from DataDog to prometheus. and this one query i'm having some difficulties with.
I'm unable to find the pct_change functionality available in DD in prometheus.</p>
<p>I tried using (A-B)/B or A/B but they don't work. not appropriate results.</p>
<p>e.g.</p>
<pre><code>DD
pct_change(avg(last_1h),last_1h):avg:default.burrow_kafka_consumer_lag_total{consumer_group IN (connect-.*)} by {consumer_group} &gt; 300

PromQL
avg(avg_over_time(burrow_kafka_consumer_lag_total{consumer_group=~&quot;connect-.*&quot;}[1h]) / (avg_over_time(burrow_kafka_consumer_lag_total{consumer_group=~&quot;connect-.*&quot;}[1h] offset 1h))) by (consumer_group) &gt; 3
</code></pre>
<p>But it's not correct. The alert fires very often. Any leads on this would be appreciated. How can I write the PromQl alternative of DD?</p>",,0,0,,2020-12-5 23:22:23,,2020-12-5 23:22:23,,,,,4323514,,1,0,prometheus|grafana|datadog|promql,186,9.07805
261558,3,Monitoring,64528428,Datadog monitor to alert when one metric hasn't happened within a period of time since another metric,"<p>I'm having trouble setting up monitor that will alert me when an event hasn't happened since some period of time following another event. Basically, for a given task in my application, I have a log that indicates a state of &quot;running&quot; and another log that indicates a state of &quot;finished&quot;. From these logs, I've defined two custom metrics in datadog. I'm trying to set up a monitor that will alert me when a task has not finished within 2 hours of when it started running. So for example, if the running metric is observed at 2:00, the monitor shouldn't alert for the absence of the finished until 4:00. If the finished metric is observed before 4:00, the monitor will not alert for this task.</p>
<p>The way that I've tried implementing this is by using a threshold monitor, and subtracting the count of my running metric from the count of my finished metric. However, what's challenging here is the time-delta piece.</p>
<p>I've tried using the delay evaluation (delaying by 2 hrs), however, at the time when it starts evaluating, it will only take into account the first metric. It basically, just slides the window back.</p>",,0,0,,2020-10-25 20:26:35,,2020-10-25 20:26:35,,,,,12534182,,1,1,datadog,186,9.07805
261559,0,Configuration,62221212,Datadog Terraform (IaC) - directory layout strategy with multiple organizations,"<p>I'm trying to import my whole Datadog environment to the Terraform configuration. My account has access to multiple organizations. I want to import it to the single Monolithics repository. 
Unfortunately, I met the issue with directory layout startegy - I'm not sure how it should look based on <strong>Terraform best practices</strong>. </p>

<p><strong>I suggested:</strong> </p>

<pre><code>datadog-iac-repo:
    organizations/
       org1/
         user/
         monitors/
         dashboards/
       org2/
         user/
         monitors/
         dashboards/
       org3/
         user/
         monitors/
         dashboards/
    tools/
    init.tf
    main.tf

</code></pre>

<p>or </p>

<pre><code>datadog-iac-repo:
    user/
       org1/
       org2/
       org3/
    dashboards/
       org1/
       org2/
       org3/
    monitors/
       org1/
       org2/
       org3/
    tools/
    init.tf
    main.tf

</code></pre>

<p>Does somebody have experience with the issue? What do you think? 
Could you provide me your experience? </p>

<p>Thanks in advance!</p>",,1,0,,2020-6-5 17:39:26,,2020-6-6 08:04:38,,,,,11049682,,1,0,automation|terraform|monitoring|datadog,104,9.06813
261560,3,Monitoring,54735683,Track traffic endpoints with Nginx,"<p>I'm using Nginx and I want to keep track how many hits we get to what endpoint.</p>

<p>We have few services in our website, how we can track the number of hits each one gets (not only number of connections but to what path of the platform)?</p>

<p>That way for example we can see what each point of our API get's the most hits and to improve things there.</p>

<p>If there is a way to get this even further with origin of the request it will be great.</p>

<p>I've installed Datadog agent but didn't installed anything related to NGINX, there is better tool for this task?</p>

<p>Thanks!</p>",,1,0,,2019-2-17 17:18:19,,2019-2-18 16:30:16,,,,,1060664,,1,0,performance|http|nginx|monitor|datadog,184,9.05927
261561,1,Parse,68247751,Datadog parse array of json,"<p>I have array of json`s as log in Datadog.
Example:</p>
<pre><code>[{name:&quot;jon&quot;} , {name:&quot;mike&quot;}]
</code></pre>
<p>How can I parse inner json`s?</p>",,1,0,,2021-7-4 18:35:49,,2021-7-7 17:36:55,,,,,4959129,,1,0,datadog,184,9.05927
